Result of k-means clustering...
Object [1361] = 1;
Object [1362] = 0;
Object [1363] = 1;
Object [1364] = 1;
Object [1365] = 0;
Object [1366] = 1;
Object [1367] = 1;
Object [1368] = 1;
Object [1369] = 1;
Object [1370] = 1;
Object [1371] = 0;
Object [1372] = 1;
Object [1373] = 1;
Object [1374] = 1;
Object [1375] = 1;
Object [1376] = 1;
Object [1377] = 0;
Object [1378] = 1;
Object [1379] = 1;
Object [1380] = 1;
Object [1381] = 1;
Object [1382] = 0;
Object [1383] = 1;
Object [1384] = 0;
Object [1385] = 1;
Object [1386] = 1;
Object [1387] = 0;
Object [1388] = 1;
Object [1389] = 0;
Object [1390] = 0;
Object [1391] = 1;
Object [1392] = 1;
Object [1393] = 1;
Object [1394] = 1;
Object [1395] = 1;
Object [1396] = 0;
Object [1397] = 1;
Object [1398] = 1;
Object [1399] = 1;
Object [1400] = 1;
Object [1401] = 0;
Object [1402] = 0;
Object [1403] = 0;
Object [1404] = 1;
Object [1405] = 1;
Object [1406] = 1;
Object [1407] = 1;
Object [1408] = 1;
Object [1409] = 0;
Object [1410] = 1;
Object [1411] = 0;
Object [1412] = 0;
Object [1413] = 0;
Object [1414] = 0;
Object [1415] = 0;
Object [1416] = 0;
Object [1417] = 1;
Object [1418] = 0;
Object [1419] = 0;
Object [1420] = 1;
Object [1421] = 1;
Object [1422] = 0;
Object [1423] = 1;
Object [1424] = 0;
Object [1425] = 1;
Object [1426] = 1;
Object [1427] = 1;
Object [1428] = 1;
Object [1429] = 1;
Object [1430] = 1;
Object [1431] = 1;
Object [1432] = 0;
Object [1433] = 0;
Object [1434] = 1;
Object [1435] = 0;
Object [1436] = 0;
Object [1437] = 1;
Object [1438] = 1;
Object [1439] = 0;
Object [1440] = 0;
Object [1441] = 1;
Object [1442] = 1;
Object [1443] = 1;
Object [1444] = 1;
Object [1445] = 1;
Object [1446] = 0;
Object [1447] = 1;
Object [1448] = 1;
Object [1449] = 0;
Object [1450] = 1;
Object [1451] = 0;
Object [1452] = 1;
Object [1453] = 1;
Object [1454] = 0;
Object [1455] = 0;
Object [1456] = 0;
Object [1457] = 1;
Object [1458] = 0;
Object [1459] = 1;
Object [1460] = 1;
Object [1461] = 1;
Object [1462] = 0;
Object [1463] = 1;
Object [1464] = 1;
Object [1465] = 1;
Object [1466] = 1;
Object [1467] = 1;
Object [1468] = 0;
Object [1469] = 1;
Object [1470] = 1;
Object [1471] = 1;
Object [1472] = 0;
Object [1473] = 0;
Object [1474] = 1;
Object [1475] = 1;
Object [1476] = 1;
Object [1477] = 1;
Object [1478] = 0;
Object [1479] = 1;
Object [1480] = 1;
Object [1481] = 1;
Object [1482] = 0;
Object [1483] = 0;
Object [1484] = 0;
Object [1485] = 0;
Object [1486] = 1;
Object [1487] = 1;
Object [1488] = 1;
Object [1489] = 1;
Object [1490] = 0;
Object [1491] = 0;
Object [1492] = 1;
Object [1493] = 1;
Object [1494] = 1;
Object [1495] = 1;
Object [1496] = 0;
Object [1497] = 1;
Object [1498] = 1;
Object [1499] = 1;
Object [1500] = 1;
Object [1501] = 0;
Object [1502] = 1;
Object [1503] = 0;
Object [1504] = 1;
Object [1505] = 1;
Object [1506] = 0;
Object [1507] = 0;
Object [1508] = 1;
Object [1509] = 1;
Object [1510] = 1;
Object [1511] = 0;
Object [1512] = 1;
Object [1513] = 1;
Object [1514] = 1;
Object [1515] = 1;
Object [1516] = 1;
Object [1517] = 0;
Object [1518] = 0;
Object [1519] = 0;
Object [1520] = 1;
Object [1521] = 0;
Object [1522] = 0;
Object [1523] = 1;
Object [1524] = 1;
Object [1525] = 0;
Object [1526] = 0;
Object [1527] = 1;
Object [1528] = 1;
Object [1529] = 1;
Object [1530] = 1;
Object [1531] = 1;
Object [1532] = 1;
Object [1533] = 0;
Object [1534] = 1;
Object [1535] = 1;
Object [1536] = 1;
Object [1537] = 1;
Object [1538] = 1;
Object [1539] = 1;
Object [1540] = 1;
Object [1541] = 1;
Object [1542] = 0;
Object [1543] = 1;
Object [1544] = 0;
Object [1545] = 0;
Object [1546] = 1;
Object [1547] = 1;
Object [1548] = 1;
Object [1549] = 1;
Object [1550] = 1;
Object [1551] = 1;
Object [1552] = 1;
Object [1553] = 1;
Object [1554] = 1;
Object [1555] = 1;
Object [1556] = 0;
Object [1557] = 0;
Object [1558] = 0;
Object [1559] = 1;
Object [1560] = 1;
Object [1561] = 1;
Object [1562] = 0;
Object [1563] = 1;
Object [1564] = 0;
Object [1565] = 1;
Object [1566] = 0;
Object [1567] = 0;
Object [1568] = 1;
Object [1569] = 0;
Object [1570] = 1;
Object [1571] = 1;
Object [1572] = 1;
Object [1573] = 1;
Object [1574] = 1;
Object [1575] = 1;
Object [1576] = 1;
Object [1577] = 1;
Object [1578] = 1;
Object [1579] = 0;
Object [1580] = 1;
Object [1581] = 0;
Object [1582] = 1;
Object [1583] = 1;
Object [1584] = 0;
Object [1585] = 0;
Object [1586] = 0;
Object [1587] = 1;
Object [1588] = 1;
Object [1589] = 1;
Object [1590] = 1;
Object [1591] = 1;
Object [1592] = 1;
Object [1593] = 0;
Object [1594] = 1;
Object [1595] = 1;
Object [1596] = 1;
Object [1597] = 0;
Object [1598] = 0;
Object [1599] = 0;
Object [1600] = 1;
Object [1601] = 1;
Object [1602] = 1;
Object [1603] = 1;
Object [1604] = 1;
Object [1605] = 1;
Object [1606] = 0;
Object [1607] = 1;
Object [1608] = 1;
Object [1609] = 1;
Object [1610] = 1;
Object [1611] = 1;
Object [1612] = 1;
Object [1613] = 1;
Object [1614] = 0;
Object [1615] = 0;
Object [1616] = 0;
Object [1617] = 0;
Object [1618] = 1;
Object [1619] = 1;
Object [1620] = 1;
Object [1621] = 0;
Object [1622] = 1;
Object [1623] = 0;
Object [1624] = 1;
Object [1625] = 0;
Object [1626] = 1;
Object [1627] = 1;
Object [1628] = 1;
Object [1629] = 1;
Object [1630] = 1;
Object [1631] = 0;
Object [1632] = 1;
Object [1633] = 0;
Object [1634] = 1;
Object [1635] = 0;
Object [1636] = 0;
Object [1637] = 0;
Object [1638] = 1;
Object [1639] = 1;
Object [1640] = 0;
Object [1641] = 0;
Object [1642] = 1;
Object [1643] = 1;
Object [1644] = 1;
Object [1645] = 0;
Object [1646] = 0;
Object [1647] = 1;
Object [1648] = 0;
Object [1649] = 0;
Object [1650] = 1;
Object [1651] = 1;
Object [1652] = 1;
Object [1653] = 1;
Object [1654] = 0;
Object [1655] = 1;
Object [1656] = 1;
Object [1657] = 1;
Object [1658] = 0;
Object [1659] = 1;
Object [1660] = 1;
Object [1661] = 0;
Object [1662] = 1;
Object [1663] = 0;
Object [1664] = 1;
Object [1665] = 1;
Object [1666] = 1;
Object [1667] = 1;
Object [1668] = 0;
Object [1669] = 1;
Object [1670] = 0;
Object [1671] = 0;
Object [1672] = 1;
Object [1673] = 1;
Object [1674] = 1;
Object [1675] = 0;
Object [1676] = 1;
Object [1677] = 0;
Object [1678] = 1;
Object [1679] = 1;
Object [1680] = 0;
Object [1681] = 1;
Object [1682] = 1;
Object [1683] = 0;
Object [1684] = 1;
Object [1685] = 0;
Object [1686] = 0;
Object [1687] = 0;
Object [1688] = 0;
Object [1689] = 1;
Object [1690] = 0;
Object [1691] = 1;
Object [1692] = 1;
Object [1693] = 1;
Object [1694] = 0;
Object [1695] = 0;
Object [1696] = 1;
Object [1697] = 0;
Object [1698] = 1;
Object [1699] = 0;
Object [1700] = 0;
Object [1701] = 1;
Object [1702] = 1;
Object [1703] = 1;
Object [1704] = 1;
Object [1705] = 0;
Object [1706] = 0;
Object [1707] = 1;
Object [1708] = 1;
Object [1709] = 0;
Object [1710] = 0;
Object [1711] = 0;
Object [1712] = 1;
Object [1713] = 1;
Object [1714] = 0;
Object [1715] = 1;
Object [1716] = 1;
Object [1717] = 0;
Object [1718] = 1;
Object [1719] = 1;
Object [1720] = 1;
Object [1721] = 0;
Object [1722] = 0;
Object [1723] = 0;
Object [1724] = 1;
Object [1725] = 1;
Object [1726] = 1;
Object [1727] = 1;
Object [1728] = 1;
Object [1729] = 1;
Object [1730] = 1;
Object [1731] = 0;
Object [1732] = 1;
Object [1733] = 0;
Object [1734] = 0;
Object [1735] = 0;
Object [1736] = 0;
Object [1737] = 1;
Object [1738] = 1;
Object [1739] = 0;
Object [1740] = 0;
Object [1741] = 0;
Object [1742] = 1;
Object [1743] = 1;
Object [1744] = 1;
Object [1745] = 0;
Object [1746] = 1;
Object [1747] = 1;
Object [1748] = 1;
Object [1749] = 1;
Object [1750] = 1;
Object [1751] = 0;
Object [1752] = 0;
Object [1753] = 1;
Object [1754] = 1;
Object [1755] = 1;
Object [1756] = 1;
Object [1757] = 1;
Object [1758] = 1;
Object [1759] = 0;
Object [1760] = 1;
Object [1761] = 1;
Object [1762] = 1;
Object [1763] = 1;
Object [1764] = 1;
Object [1765] = 1;
Object [1766] = 1;
Object [1767] = 1;
Object [1768] = 0;
Object [1769] = 1;
Object [1770] = 1;
Object [1771] = 1;
Object [1772] = 1;
Object [1773] = 1;
Object [1774] = 0;
Object [1775] = 0;
Object [1776] = 1;
Object [1777] = 1;
Object [1778] = 1;
Object [1779] = 1;
Object [1780] = 1;
Object [1781] = 1;
Object [1782] = 1;
Object [1783] = 1;
Object [1784] = 1;
Object [1785] = 1;
Object [1786] = 1;
Object [1787] = 0;
Object [1788] = 1;
Object [1789] = 0;
Object [1790] = 0;
Object [1791] = 1;
Object [1792] = 0;
Object [1793] = 1;
Object [1794] = 1;
Object [1795] = 1;
Object [1796] = 1;
Object [1797] = 1;
Object [1798] = 1;
Object [1799] = 0;
Object [1800] = 1;
Object [1801] = 0;
Object [1802] = 0;
Object [1803] = 1;
Object [1804] = 0;
Object [1805] = 0;
Object [1806] = 1;
Object [1807] = 1;
Object [1808] = 0;
Object [1809] = 1;
Object [1810] = 1;
Object [1811] = 1;
Object [1812] = 1;
Object [1813] = 0;
Object [1814] = 1;
Object [1815] = 0;
Object [1816] = 0;
Object [1817] = 0;
Object [1818] = 0;
Object [1819] = 0;
Object [1820] = 0;
Object [1821] = 0;
Object [1822] = 0;
Object [1823] = 0;
Object [1824] = 1;
Object [1825] = 0;
Object [1826] = 0;
Object [1827] = 0;
Object [1828] = 0;
Object [1829] = 0;
Object [1830] = 0;
Object [1831] = 1;
Object [1832] = 0;
Object [1833] = 0;
Object [1834] = 0;
Object [1835] = 0;
Object [1836] = 0;
Object [1837] = 0;
Object [1838] = 0;
Object [1839] = 0;
Object [1840] = 0;
Object [1841] = 0;
Object [1842] = 0;
Object [1843] = 1;
Object [1844] = 0;
Object [1845] = 0;
Object [1846] = 0;
Object [1847] = 0;
Object [1848] = 0;
Object [1849] = 0;
Object [1850] = 0;
Object [1851] = 0;
Object [1852] = 0;
Object [1853] = 1;
Object [1854] = 0;
Object [1855] = 0;
Object [1856] = 0;
Object [1857] = 0;
Object [1858] = 0;
Object [1859] = 0;
Object [1860] = 0;
Object [1861] = 0;
Object [1862] = 1;
Object [1863] = 0;
Object [1864] = 1;
Object [1865] = 0;
Object [1866] = 0;
Object [1867] = 0;
Object [1868] = 0;
Object [1869] = 0;
Object [1870] = 0;
Object [1871] = 0;
Object [1872] = 0;
Object [1873] = 0;
Object [1874] = 0;
Object [1875] = 0;
Object [1876] = 0;
Object [1877] = 0;
Object [1878] = 0;
Object [1879] = 0;
Object [1880] = 0;
Object [1881] = 0;
Object [1882] = 0;
Object [1883] = 0;
Object [1884] = 0;
Object [1885] = 0;
Object [1886] = 0;
Object [1887] = 0;
Object [1888] = 0;
Object [1889] = 0;
Object [1890] = 0;
Object [1891] = 0;
Object [1892] = 0;
Object [1893] = 0;
Object [1894] = 0;
Object [1895] = 0;
Object [1896] = 0;
Object [1897] = 0;
Object [1898] = 0;
Object [1899] = 0;
Object [1900] = 0;
Object [1901] = 0;
Object [1902] = 0;
Object [1903] = 0;
Object [1904] = 0;
Object [1905] = 0;
Object [1906] = 0;
Object [1907] = 0;
Object [1908] = 0;
Object [1909] = 1;
Object [1910] = 0;
Object [1911] = 0;
Object [1912] = 0;
Object [1913] = 0;
Object [1914] = 0;
Object [1915] = 0;
Object [1916] = 1;
Object [1917] = 0;
Object [1918] = 0;
Object [1919] = 1;
Object [1920] = 0;
Object [1921] = 0;
Object [1922] = 0;
Object [1923] = 0;
Object [1924] = 1;
Object [1925] = 0;
Object [1926] = 0;
Object [1927] = 0;
Object [1928] = 0;
Object [1929] = 0;
Object [1930] = 0;
Object [1931] = 0;
Object [1932] = 1;
Object [1933] = 0;
Object [1934] = 0;
Object [1935] = 0;
Object [1936] = 0;
Object [1937] = 0;
Object [1938] = 0;
Object [1939] = 0;
Object [1940] = 0;
Object [1941] = 0;
Object [1942] = 0;
Object [1943] = 0;
Object [1944] = 0;
Object [1945] = 0;
Object [1946] = 0;
Object [1947] = 0;
Object [1948] = 0;
Object [1949] = 0;
Object [1950] = 0;
Object [1951] = 0;
Object [1952] = 0;
Object [1953] = 0;
Object [1954] = 0;
Object [1955] = 0;
Object [1956] = 0;
Object [1957] = 0;
Object [1958] = 0;
Object [1959] = 0;
Object [1960] = 0;
Object [1961] = 0;
Object [1962] = 0;
Object [1963] = 0;
Object [1964] = 0;
Object [1965] = 0;
Object [1966] = 1;
Object [1967] = 0;
Object [1968] = 0;
Object [1969] = 0;
Object [1970] = 0;
Object [1971] = 0;
Object [1972] = 0;
Object [1973] = 0;
Object [1974] = 0;
Object [1975] = 0;
Object [1976] = 0;
Object [1977] = 1;
Object [1978] = 0;
Object [1979] = 0;
Object [1980] = 0;
Object [1981] = 1;
Object [1982] = 0;
Object [1983] = 0;
Object [1984] = 1;
Object [1985] = 0;
Object [1986] = 0;
Object [1987] = 0;
Object [1988] = 0;
Object [1989] = 0;
Object [1990] = 0;
Object [1991] = 0;
Object [1992] = 0;
Object [1993] = 0;
Object [1994] = 0;
Object [1995] = 0;
Object [1996] = 0;
Object [1997] = 0;
Object [1998] = 1;
Object [1999] = 0;
Object [2000] = 0;
Object [2001] = 0;
Object [2002] = 0;
Object [2003] = 0;
Object [2004] = 0;
Object [2005] = 0;
Object [2006] = 0;
Object [2007] = 0;
Object [2008] = 1;
Object [2009] = 0;
Object [2010] = 0;
Object [2011] = 0;
Object [2012] = 0;
Object [2013] = 1;
Object [2014] = 0;
Object [2015] = 0;
Object [2016] = 0;
Object [2017] = 0;
Object [2018] = 0;
Object [2019] = 0;
Object [2020] = 0;
Object [2021] = 0;
Object [2022] = 0;
Object [2023] = 0;
Object [2024] = 0;
Object [2025] = 0;
Object [2026] = 0;
Object [2027] = 0;
Object [2028] = 0;
Object [2029] = 0;
Object [2030] = 0;
Object [2031] = 0;
Object [2032] = 0;
Object [2033] = 0;
Object [2034] = 0;
Object [2035] = 0;
Object [2036] = 0;
Object [2037] = 0;
Object [2038] = 0;
Object [2039] = 0;
Object [2040] = 1;
Object [2041] = 0;
Object [2042] = 0;
Object [2043] = 0;
Object [2044] = 0;
Object [2045] = 0;
Object [2046] = 0;
Object [2047] = 0;
Object [2048] = 0;
Object [2049] = 0;
Object [2050] = 0;
Object [2051] = 0;
Object [2052] = 0;
Object [2053] = 0;
Object [2054] = 0;
Object [2055] = 0;
Object [2056] = 0;
Object [2057] = 0;
Object [2058] = 0;
Object [2059] = 0;
Object [2060] = 0;
Object [2061] = 0;
Object [2062] = 0;
Object [2063] = 0;
Object [2064] = 1;
Object [2065] = 0;
Object [2066] = 0;
Object [2067] = 0;
Object [2068] = 0;
Object [2069] = 0;
Object [2070] = 0;
Object [2071] = 0;
Object [2072] = 0;
Object [2073] = 0;
Object [2074] = 0;
Object [2075] = 0;
Object [2076] = 0;
Object [2077] = 1;
Object [2078] = 0;
Object [2079] = 0;
Object [2080] = 0;
Object [2081] = 1;
Object [2082] = 0;
Object [2083] = 0;
Object [2084] = 1;
Object [2085] = 1;
Object [2086] = 0;
Object [2087] = 0;
Object [2088] = 0;
Object [2089] = 1;
Object [2090] = 0;
Object [2091] = 0;
Object [2092] = 0;
Object [2093] = 0;
Object [2094] = 0;
Object [2095] = 0;
Object [2096] = 1;
Object [2097] = 0;
Object [2098] = 0;
Object [2099] = 0;
Object [2100] = 0;
Object [2101] = 0;
Object [2102] = 0;
Object [2103] = 0;
Object [2104] = 0;
Object [2105] = 0;
Object [2106] = 0;
Object [2107] = 0;
Object [2108] = 0;
Object [2109] = 0;
Object [2110] = 0;
Object [2111] = 0;
Object [2112] = 0;
Object [2113] = 0;
Object [2114] = 0;
Object [2115] = 0;
Object [2116] = 0;
Object [2117] = 0;
Object [2118] = 0;
Object [2119] = 0;
Object [2120] = 0;
Object [2121] = 0;
Object [2122] = 1;
Object [2123] = 0;
Object [2124] = 0;
Object [2125] = 0;
Object [2126] = 0;
Object [2127] = 1;
Object [2128] = 0;
Object [2129] = 0;
Object [2130] = 0;
Object [2131] = 0;
Object [2132] = 0;
Object [2133] = 0;
Object [2134] = 0;
Object [2135] = 0;
Object [2136] = 0;
Object [2137] = 0;
Object [2138] = 0;
Object [2139] = 0;
Object [2140] = 0;
Object [2141] = 0;
Object [2142] = 0;
Object [2143] = 0;
Object [2144] = 0;
Object [2145] = 0;
Object [2146] = 0;
Object [2147] = 0;
Object [2148] = 0;
Object [2149] = 0;
Object [2150] = 0;
Object [2151] = 1;
Object [2152] = 0;
Object [2153] = 0;
Object [2154] = 1;
Object [2155] = 0;
Object [2156] = 0;
Object [2157] = 0;
Object [2158] = 0;
Object [2159] = 0;
Object [2160] = 0;
Object [2161] = 0;
Object [2162] = 0;
Object [2163] = 0;
Object [2164] = 0;
Object [2165] = 0;
Object [2166] = 0;
Object [2167] = 0;
Object [2168] = 0;
Object [2169] = 0;
Object [2170] = 0;
Object [2171] = 0;
Object [2172] = 0;
Object [2173] = 0;
Object [2174] = 0;
Object [2175] = 0;
Object [2176] = 0;
Object [2177] = 0;
Object [2178] = 0;
Object [2179] = 0;
Object [2180] = 0;
Object [2181] = 1;
Object [2182] = 0;
Object [2183] = 0;
Object [2184] = 0;
Object [2185] = 0;
Object [2186] = 0;
Object [2187] = 0;
Object [2188] = 0;
Object [2189] = 0;
Object [2190] = 0;
Object [2191] = 0;
Object [2192] = 0;
Object [2193] = 0;
Object [2194] = 0;
Object [2195] = 0;
Object [2196] = 0;
Object [2197] = 0;
Object [2198] = 0;
Object [2199] = 0;
Object [2200] = 0;
Object [2201] = 0;
Object [2202] = 0;
Object [2203] = 0;
Object [2204] = 0;
Object [2205] = 0;
Object [2206] = 0;
Object [2207] = 0;
Object [2208] = 0;
Object [2209] = 0;
Object [2210] = 0;
Object [2211] = 0;
Object [2212] = 0;
Object [2213] = 0;
Object [2214] = 0;
Object [2215] = 1;
Object [2216] = 0;
Object [2217] = 0;
Object [2218] = 0;
Object [2219] = 0;
Object [2220] = 0;
Object [2221] = 0;
Object [2222] = 0;
Object [2223] = 0;
Object [2224] = 0;
Object [2225] = 0;
Object [2226] = 0;
Object [2227] = 0;
Object [2228] = 0;
Object [2229] = 0;
Object [2230] = 0;
Object [2231] = 0;
Object [2232] = 0;
Object [2233] = 0;
Object [2234] = 0;
Object [2235] = 0;
Object [2236] = 1;
Object [2237] = 0;
Object [2238] = 0;
Object [2239] = 0;
Object [2240] = 0;
Object [2241] = 0;
Object [2242] = 0;
Object [2243] = 0;
Object [2244] = 0;
Object [2245] = 0;
Object [2246] = 0;
Object [2247] = 0;
Object [2248] = 0;
Object [2249] = 0;
Object [2250] = 0;
Object [2251] = 0;
Object [2252] = 0;
Object [2253] = 0;
Object [2254] = 0;
Object [2255] = 0;
Object [2256] = 0;
Object [2257] = 1;
Object [2258] = 0;
Object [2259] = 1;
Object [2260] = 0;
Object [2261] = 0;
Object [2262] = 0;
Object [2263] = 0;
Object [2264] = 0;
Object [2265] = 0;
Object [2266] = 0;
Object [2267] = 0;
Object [2268] = 0;
Object [2269] = 0;
Object [2270] = 0;
Object [2271] = 0;
Object [2272] = 0;
Object [2273] = 0;
Object [2274] = 0;
Object [2275] = 0;
Object [2276] = 0;
Object [2277] = 0;
Object [2278] = 1;
Object [2279] = 0;
Object [2280] = 0;
Object [2281] = 0;
Object [2282] = 0;
Object [2283] = 0;
Object [2284] = 0;
Object [2285] = 0;
Object [2286] = 0;
Object [2287] = 0;
Object [2288] = 0;
Object [2289] = 0;
Object [2290] = 0;
Object [2291] = 0;
Object [2292] = 0;
Object [2293] = 1;
Object [2294] = 0;
Object [2295] = 0;
Object [2296] = 0;
Object [2297] = 0;
Object [2298] = 0;
Object [2299] = 0;
Object [2300] = 0;
Object [2301] = 0;
Object [2302] = 0;
Object [2303] = 0;
Object [2304] = 0;
Object [2305] = 0;
Object [2306] = 1;
Object [2307] = 0;
Object [2308] = 0;
Object [2309] = 0;
Object [2310] = 0;
Object [2311] = 0;
Object [2312] = 0;
Object [2313] = 0;
Object [2314] = 0;
Object [2315] = 0;
Object [2316] = 0;
Object [2317] = 1;
Object [2318] = 0;
Object [2319] = 0;
Object [2320] = 0;
Object [2321] = 0;
Object [2322] = 0;
Object [2323] = 1;
Object [2324] = 0;
Object [2325] = 0;
Object [2326] = 0;
Object [2327] = 0;
Object [2328] = 0;
Object [2329] = 0;
Object [2330] = 0;
Object [2331] = 0;
Object [2332] = 0;
Object [2333] = 0;
Object [2334] = 0;
Object [2335] = 0;
Object [2336] = 0;
Object [2337] = 0;
Object [2338] = 0;
Object [2339] = 1;
Object [2340] = 0;
Object [2341] = 0;
Object [2342] = 0;
Object [2343] = 0;
Object [2344] = 0;
Object [2345] = 0;
Object [2346] = 0;
Object [2347] = 0;
Object [2348] = 0;
Object [2349] = 0;
Object [2350] = 1;
Object [2351] = 0;
Object [2352] = 0;
Object [2353] = 1;
Object [2354] = 0;
Object [2355] = 0;
Object [2356] = 0;
Object [2357] = 0;
Object [2358] = 0;
Object [2359] = 0;
Object [2360] = 0;
Object [2361] = 0;
Object [2362] = 0;
Object [2363] = 0;
Object [2364] = 0;
Object [2365] = 0;
Object [2366] = 1;
Object [2367] = 0;
Object [2368] = 0;
Object [2369] = 1;
Object [2370] = 1;
Object [2371] = 0;
Object [2372] = 0;
Object [2373] = 0;
Object [2374] = 0;
Object [2375] = 0;
Object [2376] = 0;
Object [2377] = 0;
Object [2378] = 0;
Object [2379] = 0;
Object [2380] = 0;
Object [2381] = 0;
Object [2382] = 0;
Object [2383] = 0;
Object [2384] = 0;
Object [2385] = 0;
Object [2386] = 0;
Object [2387] = 0;
Object [2388] = 0;
Object [2389] = 0;
Object [2390] = 0;
Object [2391] = 0;
Object [2392] = 0;
Object [2393] = 0;
Object [2394] = 0;
Object [2395] = 0;
Object [2396] = 0;
Object [2397] = 0;
Object [2398] = 0;
Object [2399] = 0;
Object [2400] = 0;
Object [2401] = 0;
Object [2402] = 1;
Object [2403] = 0;
Object [2404] = 0;
Object [2405] = 0;
Object [2406] = 0;
Object [2407] = 0;
Object [2408] = 0;
Object [2409] = 0;
Object [2410] = 0;
Object [2411] = 0;
Object [2412] = 0;
Object [2413] = 1;
Object [2414] = 0;
Object [2415] = 1;
Object [2416] = 0;
Object [2417] = 0;
Object [2418] = 0;
Object [2419] = 0;
Object [2420] = 0;
Object [2421] = 1;
Object [2422] = 0;
Object [2423] = 0;
Object [2424] = 0;
Object [2425] = 0;
Object [2426] = 0;
Object [2427] = 0;
Object [2428] = 0;
Object [2429] = 0;
Object [2430] = 0;
Object [2431] = 1;
Object [2432] = 0;
Object [2433] = 0;
Object [2434] = 0;
Object [2435] = 0;
Object [2436] = 0;
Object [2437] = 0;
Object [2438] = 0;
Object [2439] = 0;
Object [2440] = 0;
Object [2441] = 0;
Object [2442] = 0;
Object [2443] = 0;
Object [2444] = 0;
Object [2445] = 0;
Object [2446] = 0;
Object [2447] = 0;
Object [2448] = 0;
Object [2449] = 0;
Object [2450] = 0;
Object [2451] = 0;
Object [2452] = 0;
Object [2453] = 0;
Object [2454] = 0;
Object [2455] = 0;
Object [2456] = 0;
Object [2457] = 1;
Object [2458] = 0;
Object [2459] = 0;
Object [2460] = 0;
Object [2461] = 1;
Object [2462] = 0;
Object [2463] = 0;
Object [2464] = 1;
Object [2465] = 0;
Object [2466] = 0;
Object [2467] = 0;
Object [2468] = 0;
Object [2469] = 0;
Object [2470] = 0;
Object [2471] = 0;
Object [2472] = 0;
Object [2473] = 0;
Object [2474] = 0;
Object [2475] = 0;
Object [2476] = 0;
Object [2477] = 0;
Object [2478] = 0;
Object [2479] = 0;
Object [2480] = 0;
Object [2481] = 0;
Object [2482] = 0;
Object [2483] = 1;
Object [2484] = 0;
Object [2485] = 1;
Object [2486] = 0;
Object [2487] = 0;
Object [2488] = 0;
Object [2489] = 0;
Object [2490] = 1;
Object [2491] = 0;
Object [2492] = 1;
Object [2493] = 0;
Object [2494] = 0;
Object [2495] = 0;
Object [2496] = 1;
Object [2497] = 0;
Object [2498] = 0;
Object [2499] = 0;
Object [2500] = 1;
Object [2501] = 0;
Object [2502] = 0;
Object [2503] = 0;
Object [2504] = 0;
Object [2505] = 0;
Object [2506] = 0;
Object [2507] = 0;
Object [2508] = 0;
Object [2509] = 0;
Object [2510] = 1;
Object [2511] = 1;
Object [2512] = 0;
Object [2513] = 0;
Object [2514] = 0;
Object [2515] = 0;
Object [2516] = 1;
Object [2517] = 0;
Object [2518] = 0;
Object [2519] = 0;
Object [2520] = 0;
Object [2521] = 0;
Object [2522] = 0;
Object [2523] = 0;
Object [2524] = 0;
Object [2525] = 1;
Object [2526] = 1;
Object [2527] = 0;
Object [2528] = 0;
Object [2529] = 0;
Object [2530] = 0;
Object [2531] = 0;
Object [2532] = 0;
Object [2533] = 0;
Object [2534] = 0;
Object [2535] = 0;
Object [2536] = 0;
Object [2537] = 0;
Object [2538] = 0;
Object [2539] = 1;
Object [2540] = 0;
Object [2541] = 0;
Object [2542] = 0;
Object [2543] = 0;
Object [2544] = 0;
Object [2545] = 1;
Object [2546] = 0;
Object [2547] = 1;
Object [2548] = 0;
Object [2549] = 0;
Object [2550] = 0;
Object [2551] = 0;
Object [2552] = 0;
Object [2553] = 0;
Object [2554] = 0;
Object [2555] = 0;
Object [2556] = 0;
Object [2557] = 0;
Object [2558] = 0;
Object [2559] = 0;
Object [2560] = 0;
Object [2561] = 0;
Object [2562] = 0;
Object [2563] = 0;
Object [2564] = 0;
Object [2565] = 0;
Object [2566] = 0;
Object [2567] = 0;
Object [2568] = 0;
Object [2569] = 0;
Object [2570] = 0;
Object [2571] = 0;
Object [2572] = 0;
Object [2573] = 0;
Object [2574] = 0;
Object [2575] = 0;
Object [2576] = 0;
Object [2577] = 0;
Object [2578] = 0;
Object [2579] = 0;
Object [2580] = 1;
Object [2581] = 0;
Object [2582] = 0;
Object [2583] = 0;
Object [2584] = 0;
Object [2585] = 0;
Object [2586] = 0;
Object [2587] = 1;
Object [2588] = 0;
Object [2589] = 0;
Object [2590] = 0;
Object [2591] = 0;
Object [2592] = 0;
Object [2593] = 0;
Object [2594] = 0;
Object [2595] = 0;
Object [2596] = 0;
Object [2597] = 0;
Object [2598] = 0;
Object [2599] = 0;
Object [2600] = 0;
Object [2601] = 0;
Object [2602] = 0;
Object [2603] = 0;
Object [2604] = 1;
Object [2605] = 0;
Object [2606] = 0;
Object [2607] = 0;
Object [2608] = 0;
Object [2609] = 0;
Object [2610] = 0;
Object [2611] = 0;
Object [2612] = 0;
Object [2613] = 1;
Object [2614] = 1;
Object [2615] = 0;
Object [2616] = 0;
Object [2617] = 0;
Object [2618] = 0;
Object [2619] = 0;
Object [2620] = 0;
Object [2621] = 0;
Object [2622] = 0;
Object [2623] = 0;
Object [2624] = 0;
Object [2625] = 1;
Object [2626] = 0;
Object [2627] = 0;
Object [2628] = 1;
Object [2629] = 0;
Object [2630] = 0;
Object [2631] = 0;
